K_values,Eigenvalues
0.098,1.5441614653610794e-10 - 0.8875820737519691im
0.098,1.2353291722888634e-10 - 0.0032024490747526004im
0.099,0.7751965683020456 - 0.6445209396172334im
0.099,0.7751965516006578 - 0.6445209453884789im
0.099,1.4533284379868982e-10 - 0.887503553587048im
0.099,7.051675687819207e-11 - 0.8875035347305321im
0.099,1.5441614653610794e-10 - 0.0032681621593249055im
0.1,7.720807326805397e-11 - 0.887424254910552im
0.1,0.775247023735298 - 0.6444829960574745im
0.1,1.4770240103453802e-10 - 0.8874242349071694im
0.1,7.720807326805397e-11 - 0.0033345434376943484im
0.101,0.7752979847760783 - 0.6444446704616109im
0.101,9.65101609740065e-11 - 0.8873441234248859im
0.101,0.7752979753763042 - 0.6444446759606811im
0.101,1.852993758433295e-10 - 0.8873441293656968im
0.101,1.2353291722888634e-10 - 0.0034015929098607954im
0.101,1.2353291722888634e-10 - 0.8873441329391161im
0.102,0.7753494475327626 - 0.6444059697417668im
0.102,1.852993758433295e-10 - 0.8872631941196161im
0.102,1.2353291722888634e-10 - 0.003469310647290236im
0.102,7.720807326805397e-11 - 0.8872631996226841im
0.102,1.078462715956421e-10 - 0.887263181976795im
0.102,0.7753494669957494 - 0.6444059592901176im
0.102,0.7753494734862096 - 0.6444059577034333im
0.103,0.7754014449316928 - 0.6443668779957122im
0.103,7.720807326805397e-11 - 0.0035376966499869322im
0.103,3.86040643896026e-11 - 0.8871814571946361im
0.103,6.553160483393775e-11 - 0.8871814326709407im
0.103,1.930206611828261e-11 - 0.887181439090964im
0.104,1.7647562776192406e-10 - 0.8870989107726243im
0.104,0.7754539174856385 - 0.6443274166061803im
0.104,1.9302021092571054e-10 - 0.887098929328883im
0.104,7.720807326805397e-11 - 0.0036067510251522883im
0.105,0.7755069146133265 - 0.6442875682792054im
0.105,1.2353291722888634e-10 - 0.8870155814168543im
0.105,1.2353291722888634e-10 - 0.0036764732367709383im
0.105,0.7755069264740758 - 0.6442875563988544im
0.105,6.176645861444317e-11 - 0.8870155612627648im
0.105,0.7755069356536003 - 0.6442875618711585im
0.106,0.7755604311461982 - 0.6442473370073466im
0.106,0.7755604502460096 - 0.644247332252152im
0.106,1.2353291722888634e-10 - 0.003746864035261055im
0.106,1.1581213765765656e-10 - 0.8869314537667263im
0.106,6.273165320536154e-11 - 0.8869314442487732im
0.106,5.615140675662286e-11 - 0.8869314304826471im
0.106,6.434011348391003e-11 - 0.8869314248021726im
0.107,0.7756144431773867 - 0.6442067236732621im
0.107,0.7756144661771612 - 0.6442067212909818im
0.107,0.7756144389227058 - 0.6442067294502917im
0.107,0.775614436879265 - 0.6442067242926547im
0.107,1.5441614653610794e-10 - 0.003817922813143415im
0.107,0.7756144475906005 - 0.6442067197544118im
0.107,1.1029729510677815e-10 - 0.8868465008760988im
0.107,0.7756144270019085 - 0.6442067386550676im
0.108,0.7756689775757392 - 0.644165737548041im
0.108,0.7756689521064722 - 0.6441657419533531im
0.108,0.7756689585864682 - 0.6441657358959735im
0.108,8.823779802063311e-11 - 0.8867607874468433im
0.108,7.720807326805397e-11 - 0.003889650106430942im
0.108,3.574448144879265e-11 - 0.8867607508604106im
0.108,2.8595595027683225e-11 - 0.8867607388993801im
0.108,2.0833906028932406e-11 - 0.8867607434172037im
0.109,7.720807326805397e-11 - 0.8866742012097653im
0.109,1.852993758433295e-10 - 0.8866742131807225im
0.109,1.5441614653610794e-10 - 0.0039620459865898905im
0.109,3.0561581043642305e-11 - 0.8866741791327319im
0.109,0.775724013182376 - 0.6441243619511526im
0.11,0.7757795360599112 - 0.6440826177893418im
0.11,1.2353291722888634e-10 - 0.004035110239217587im
0.11,0.7757795521014713 - 0.6440826186442327im
0.11,1.2353291722888634e-10 - 0.886586827054012im
0.11,1.5441614653610794e-10 - 0.8865868553912319im
0.11,7.720807326805397e-11 - 0.8865868512817996im
0.11,0.7757795540471152 - 0.6440826117706528im
0.111,0.7758355869411121 - 0.6440404856177294im
0.111,0.7758356003236639 - 0.6440404758313463im
0.111,0.7758355720768184 - 0.6440404939069148im
0.111,0.7758356039297356 - 0.6440404756001248im
0.111,1.2353291722888634e-10 - 0.00410884275710881im
0.111,6.176645861444317e-11 - 0.8864987018011148im
0.111,0.7758356188730693 - 0.6440404709396643im
0.112,0.7758921435338201 - 0.6439979761948613im
0.112,1.7647559604126622e-10 - 0.8864097594806456im
0.112,1.852993758433295e-10 - 0.004183244076278925im
0.112,1.852993758433295e-10 - 0.8864097296476944im
0.112,0.7758921458255597 - 0.6439979687752999im
0.112,0.7758921547257217 - 0.643997969244311im
0.113,0.7759492187136879 - 0.6439550765255461im
0.113,0.7759491915200952 - 0.643955084485173im
0.113,0.7759491895871501 - 0.6439550926716767im
0.113,7.720807326805397e-11 - 0.004258314125259233im
0.113,1.5441614653610794e-10 - 0.8863199580844918im
0.113,0.7759492025229696 - 0.6439550819365282im
0.114,0.7760067971037934 - 0.6439118015981079im
0.114,1.7157352082285378e-10 - 0.8862294377786384im
0.114,1.4533284379868982e-10 - 0.8862293940754796im
0.114,1.4823950067466362e-10 - 0.8862294080160212im
0.114,1.0294409769073862e-10 - 0.8862293771297614im
0.114,1.2353291722888634e-10 - 0.004334052546703759im
0.115,0.7760648653951469 - 0.6438681545304162im
0.115,0.7760648485645374 - 0.6438681576177652im
0.115,1.2353291722888634e-10 - 0.004410459412087242im
0.115,7.720807326805397e-11 - 0.886138024107871im
0.115,0.776064880277208 - 0.6438681493274304im
0.115,1.9302004439225684e-11 - 0.8861380396075795im
0.116,0.7761234570544026 - 0.6438241224786238im
0.116,6.282622788025043e-11 - 0.8860458668089973im
0.116,1.2353291722888634e-10 - 0.8860458870300001im
0.116,7.720807326805397e-11 - 0.00448753454273465im
0.116,8.685910324324243e-11 - 0.8860458799978074im
0.117,0.7761825623897397 - 0.6437797016470838im
0.117,0.7761825561677848 - 0.6437797101734181im
0.117,1.5441614653610794e-10 - 0.004565279296546931im
0.117,3.86040643896026e-11 - 0.8859529266719055im
0.117,1.286800295948379e-11 - 0.8859528790263055im
0.117,1.8545100096101965e-11 - 0.8859528696965846im
0.117,0.7761825424268181 - 0.6437797151063924im
0.118,1.2353291722888634e-10 - 0.004643692244159325im
0.118,0.7762421573999628 - 0.643734912649333im
0.118,1.5441614653610794e-10 - 0.885859059808636im
0.119,0.7763022853624441 - 0.6436897437343586im
0.119,2.40202943954969e-10 - 0.8857645329049253im
0.119,7.720807326805397e-11 - 0.004722774386122008im
0.119,0.776302285067776 - 0.6436897357948104im
0.12,1.9063728373680629e-10 - 0.8856691495781827im
0.12,0.7763629011928499 - 0.6436441860314167im
0.12,7.720807326805397e-11 - 0.0048025245432090635im
0.121,0.7764240441544686 - 0.6435982393794165im
0.121,0.7764240588726182 - 0.6435982442090663im
0.121,1.2353291722888634e-10 - 0.004882944144790358im
0.121,7.720807326805397e-11 - 0.8855729203501486im
0.122,0.7764856872068796 - 0.6435519304079586im
0.122,1.2353291722888634e-10 - 0.004964032190310874im
0.122,7.720807326805397e-11 - 0.885475887883481im
0.123,0.7765478414880846 - 0.6435052343754777im
0.123,1.0294409769073862e-10 - 0.8853780994598256im
0.123,1.2353291722888634e-10 - 0.005045789180042348im
0.123,9.168460435304885e-11 - 0.8853781088735535im
0.123,1.2868014061714034e-10 - 0.8853781203643313im
0.123,0.7765478315368136 - 0.6435052315825429im
0.124,0.7766104987050061 - 0.6434581619487403im
0.124,6.176645861444317e-11 - 0.8852794995124944im
0.124,1.2353291722888634e-10 - 0.005128215256926439im
0.124,0.7766104953894342 - 0.6434581594215583im
0.124,0.7766104833140889 - 0.6434581687045089im
0.125,0.7766736640718762 - 0.6434107066156766im
0.125,1.5441614653610794e-10 - 0.8851800671369884im
0.125,7.720807326805397e-11 - 0.0052113109212412745im
0.126,0.77673734428105 - 0.6433628699160533im
0.126,2.349237215016653e-10 - 0.8850798420578261im
0.126,1.5441614653610794e-10 - 0.8850798824672498im
0.126,7.720807326805397e-11 - 0.0052950747436195655im
0.126,5.7906096584403896e-11 - 0.8850798493684484im
0.127,0.7768015404066613 - 0.6433146562709757im
0.127,0.776801517886381 - 0.6433146580656066im
0.127,1.2353291722888634e-10 - 0.005379508010487655im
0.127,6.176645861444317e-11 - 0.8849788576864801im
0.127,3.0323216160255284e-11 - 0.8849788450012526im
0.128,0.7768662402834604 - 0.6432660628114558im
0.128,1.715735208228538e-10 - 0.8848769813101028im
0.128,1.2868012211342328e-10 - 0.884876959770323im
0.128,0.776866203021509 - 0.6432660659440115im
0.128,7.720807326805397e-11 - 0.8848769667980496im
0.128,0.776866223166503 - 0.6432660676966111im
0.128,1.5441614653610794e-10 - 0.005464610471715314im
0.129,1.2353291722888634e-10 - 0.005550381948622096im
0.129,1.852993758433295e-10 - 0.8847743101257196im
0.129,7.720807326805397e-11 - 0.8847743181659156im
0.129,0.776931429327941 - 0.6432170855849711im
0.129,0.7769314166578486 - 0.6432170850157131im
0.13,7.720807326805397e-11 - 0.005636822155339782im
0.13,1.7157349615123104e-10 - 0.8846708770087957im
0.13,0.7769971546692862 - 0.6431677286877162im
0.13,0.7769971494063668 - 0.6431677314907908im
0.13,0.7769971341806482 - 0.6431677280248768im
0.13,0.7769971370095345 - 0.6431677348890438im
0.131,0.7770633610578604 - 0.6431179942099368im
0.131,9.788933300311296e-11 - 0.8845666395164425im
0.131,1.5441614653610794e-10 - 0.005723932128159026im
0.132,0.7771301014796741 - 0.643067874797983im
0.132,1.2353291722888634e-10 - 0.0058117117241415885im
0.132,0.7771300897697092 - 0.6430678796425127im
0.132,7.032399354203472e-11 - 0.884461619818774im
0.133,1.0492384738825022e-10 - 0.8843556716868635im
0.133,1.5441614653610794e-10 - 0.00590016033580798im
0.133,0.7771973244472693 - 0.6430173853485255im
0.133,2.5736079933835886e-11 - 0.8843556662900824im
0.134,0.7772650798190704 - 0.6429665064692202im
0.134,0.7772651012548668 - 0.6429664996817718im
0.134,1.852993758433295e-10 - 0.005989277677284832im
0.134,0.7772650849628162 - 0.6429665092700129im
0.134,1.3235669703094966e-10 - 0.884248973593068im
0.135,1.852993758433295e-10 - 0.006079064856330163im
0.135,0.7773333399140263 - 0.642915258554816im
0.135,1.852993758433295e-10 - 0.8841415256333283im
0.135,0.777333353782327 - 0.6429152403028865im
0.135,1.5441614653610794e-10 - 0.8841414640633043im
0.136,0.7774021212407568 - 0.6428636113931261im
0.136,1.5441614653610794e-10 - 0.006169521872945394im
0.136,7.720807326805397e-11 - 0.884033192476207im
0.137,0.7774713925246672 - 0.6428116003715243im
0.137,1.2353291722888634e-10 - 0.006260647619369131im
0.137,7.720807326805397e-11 - 0.8839240789020354im
0.137,1.4910558502176056e-10 - 0.8839240866543723im
0.138,0.777541187629549 - 0.6427591959585987im
0.138,7.720807326805397e-11 - 0.006352443810846875im
0.138,7.720807326805397e-11 - 0.8838141504094463im
0.138,0.7775411745857824 - 0.6427592053124705im
0.138,0.7775411672333497 - 0.6427592111536377im
0.139,1.2353291722888634e-10 - 0.006444909018003741im
0.139,7.720807326805397e-11 - 0.8837034942792203im
0.139,7.720807326805397e-11 - 0.8837034587236912im
0.139,0.7776114626020352 - 0.6427064380592864im
0.139,0.7776114862583484 - 0.6427064210991535im
0.14,1.852993758433295e-10 - 0.006538043490988877im
0.14,0.7776822746250397 - 0.6426532868600653im
0.14,2.058882200531e-10 - 0.8835919481291955im
0.14,1.852993758433295e-10 - 0.8835919353601749im
0.14,0.7776822817251073 - 0.6426532714261706im
0.14,0.7776822930554432 - 0.6426532663975644im
0.14,4.6110411785112864e-11 - 0.8835919120897658im
0.14,1.6299450678047917e-11 - 0.8835918968565742im
0.141,0.7777536001961334 - 0.6425997409695012im
0.141,1.5441614653610794e-10 - 0.8834795905746157im
0.141,1.852993758433295e-10 - 0.006631848623425895im
0.141,0.7777535755090762 - 0.6425997541248061im
0.141,5.147204884536931e-11 - 0.8834795409040779im
0.142,1.852993758433295e-10 - 0.0067263227000765365im
0.142,0.7778254268479997 - 0.6425458303856588im
0.142,6.61783960964616e-11 - 0.8833664703501183im
0.142,0.7778254103156829 - 0.6425458298141951im
0.143,0.7778977573246308 - 0.6424915360387566im
0.143,1.5441614653610794e-10 - 0.8832524977713737im
0.143,9.436545372270553e-11 - 0.8832524948927859im
0.143,7.720807326805397e-11 - 0.8832524900885221im
0.143,7.720807326805397e-11 - 0.00682146679297313im
0.143,0.7778977370066553 - 0.6424915425116099im
0.144,7.720807326805397e-11 - 0.8831377189865488im
0.144,1.2353291722888634e-10 - 0.006917280687701322im
0.144,7.720807326805397e-11 - 0.8831377020128048im
0.144,0.7779705930945164 - 0.642436862486206im
0.145,1.2353291722888634e-10 - 0.8830221481174603im
0.145,0.7780439402265599 - 0.642381815422924im
0.145,1.2353291722888634e-10 - 0.007013764455734162im
0.146,0.7781178072049357 - 0.6423263822243658im
0.146,2.702283119493401e-10 - 0.8829057397995361im
0.146,7.720807326805397e-11 - 0.007110917918403015im
0.146,1.7157352082285378e-10 - 0.8829057572398099im
0.146,0.7781178289038616 - 0.6423263816892311im
0.146,7.720807326805397e-11 - 0.8829057513238134im
0.146,0.7781178159039804 - 0.6423263853029244im
0.147,0.7781921926794667 - 0.6422705673324565im
0.147,0.7781921765347224 - 0.6422705703216203im
0.147,1.2353291722888634e-10 - 0.007208741826116772im
0.147,1.1323854446724664e-10 - 0.882788559730104im
0.147,4.632489947198361e-11 - 0.8827885658406516im
0.147,4.6324877267523114e-11 - 0.882788580420206im
0.148,0.7782670773705057 - 0.6422143754889164im
0.148,1.2353291722888634e-10 - 0.0073072352855318105im
0.148,7.720807326805397e-11 - 0.8826705516814046im
0.148,0.7782670532071733 - 0.6422143796746189im
0.148,7.184644545965606e-11 - 0.8826705678238329im
0.148,7.544192721511841e-11 - 0.882670577504035im
0.148,0.7782670633986408 - 0.6422143809372274im
0.149,0.7783424540176265 - 0.642157811812817im
0.149,1.852993758433295e-10 - 0.8825517448304108im
0.149,1.852993758433295e-10 - 0.007406398832654126im
0.149,4.632489947198361e-11 - 0.8825517249979293im
0.149,0.7783424476718753 - 0.6421578160170266im
0.15,0.7784183616608524 - 0.6421008608060637im
0.15,5.558982163478306e-10 - 0.8824320998694978im
0.15,1.5441614653610794e-10 - 0.8824321076119074im
0.15,7.720807326805397e-11 - 0.0075062325032184685im
0.151,0.7784947630822504 - 0.6420435346994234im
0.151,1.852993758433295e-10 - 0.007606736190027696im
0.151,7.720807326805397e-11 - 0.8823116187997879im
0.151,0.7784947854146885 - 0.6420435337210098im
0.152,0.7785717006672931 - 0.6419858227456224im
0.152,7.720807326805397e-11 - 0.8821903796290333im
0.152,1.3725879692098484e-10 - 0.8821903859619289im
0.152,7.720807326805397e-11 - 0.007707910786428407im
0.153,0.7786491178239466 - 0.6419277406122189im
0.153,1.2353291722888636e-10 - 0.8820683536388529im
0.153,1.2353291722888634e-10 - 0.007809755184666578im
0.153,6.176645861444317e-11 - 0.8820683786051472im
0.154,0.7787270679658783 - 0.6418692699521343im
0.154,1.2353291722888634e-10 - 0.007912269599146171im
0.154,1.2353291722888634e-10 - 0.8819454723982509im
0.154,0.7787270517649837 - 0.6418692713065858im
0.155,0.778805518112772 - 0.641810425307948im
0.155,7.720807326805397e-11 - 0.00801545485174926im
0.155,7.720807326805397e-11 - 0.8818217600992826im
0.155,0.7788055049266209 - 0.6418104302528891im
0.156,0.778884480081308 - 0.6417512001789325im
0.156,7.720807326805397e-11 - 0.008119309870455949im
0.156,1.5441614653610794e-10 - 0.8816972505345901im
0.156,7.720807326805397e-11 - 0.8816972678656763im
0.157,1.3725879692098484e-10 - 0.8815719672847734im
0.157,0.7789639683060078 - 0.6416915912064998im
0.157,0.7789639553154896 - 0.6416915989608197im
0.157,1.2353291722888634e-10 - 0.008223836084635039im
0.157,1.2353291722888634e-10 - 0.8815719856918578im
0.158,0.7790439207292422 - 0.641631615117777im
0.158,1.3897453188249715e-10 - 0.8814458470407432im
0.158,1.3725879692098484e-10 - 0.8814458550213801im
0.158,7.720807326805397e-11 - 0.008329032636661182im
0.158,6.434075494610203e-12 - 0.8814458170984609im
0.159,0.7791244216168693 - 0.6415712507684599im
0.159,7.720810918703418e-11 - 0.8813189218862038im
0.159,1.2353291722888634e-10 - 0.008434899276394781im
0.159,5.147212286023762e-11 - 0.8813189309563848im
0.159,6.176648081890367e-11 - 0.8813189178061995im
0.159,1.5441614653610794e-10 - 0.8813189068358im
0.159,8.82378614619488e-11 - 0.8813189007354606im
0.16,0.7792054199607661 - 0.6415105114890379im
0.16,1.2353291722888634e-10 - 0.8811912042774438im
0.16,1.5441614653610794e-10 - 0.008541436539851066im
0.16,9.926757828436348e-11 - 0.8811911953592082im
0.16,3.86040643896026e-11 - 0.8811911728849504im
0.16,0.7792054343774895 - 0.6415105034640318im
0.161,2.0588822005310004e-10 - 0.8810626016023981im
0.161,1.5441614653610794e-10 - 0.00864864485584027im
0.161,0.7792869424572878 - 0.6414493796922583im
0.162,0.7793689582476249 - 0.6413878910341098im
0.162,1.5441614653610794e-10 - 0.8809332237493313im
0.162,1.5441614653610794e-10 - 0.880933245040959im
0.162,1.852993758433295e-10 - 0.00875652408142571im
0.162,7.720807326805397e-11 - 0.8809332392341527im
0.162,0.7793689644299332 - 0.6413878863622496im
0.163,0.7794514889199189 - 0.6413260157482855im
0.163,0.77945151171536 - 0.6413260100842655im
0.163,7.720807326805397e-11 - 0.008865074037933907im
0.163,7.720807326805397e-11 - 0.8808030507904732im
0.163,0.7794515197141179 - 0.64132600579616im
0.164,0.779534542274972 - 0.6412637524427329im
0.164,0.7795345236480293 - 0.6412637612776932im
0.164,9.436542023978893e-11 - 0.8806720230440387im
0.164,1.2353291722888634e-10 - 0.008974294153618344im
0.164,1.3725879692098484e-10 - 0.8806720353780094im
0.164,0.779534525945397 - 0.6412637522109106im
0.164,0.7795345349478602 - 0.6412637570707634im
0.164,6.434012581972142e-11 - 0.8806720195060698im
0.164,6.434016282715556e-11 - 0.8806720076343746im
0.165,0.7796180896226163 - 0.6412011202181402im
0.165,7.645118525173944e-11 - 0.8805402235197193im
0.165,7.720807326805397e-11 - 0.009084186143724526im
0.165,8.088466404590926e-11 - 0.8805401926819567im
0.165,8.215732367926481e-11 - 0.8805402119885689im
0.165,2.5736035524914902e-11 - 0.8805401985951168im
0.166,0.7797021448047329 - 0.6411381092019695im
0.166,0.7797021650354782 - 0.6411380979134854im
0.166,1.2353291722888634e-10 - 0.009194748435947631im
0.166,0.7797021662941865 - 0.6411381021773319im
0.166,6.176645861444317e-11 - 0.880407613101337im
0.166,0.7797021548069103 - 0.6411381107105263im
0.167,0.7797867280086636 - 0.6410747120040493im
0.167,1.2353291722888634e-10 - 0.8802741897477817im
0.167,1.2353291722888634e-10 - 0.009305981852167734im
0.167,7.720807326805397e-11 - 0.880274148903591im
0.167,7.720807326805397e-11 - 0.8802741719521503im
0.167,3.860411990075383e-11 - 0.8802741527450191im
0.167,0.7797867071226899 - 0.6410747230691319im
0.167,2.20594653654872e-11 - 0.880274128537934im
0.167,1.5012724396967847e-11 - 0.8802741082073007im
0.168,0.7798718053189615 - 0.6410109434045113im
0.168,0.779871818677093 - 0.641010948389821im
0.168,1.7647559604126622e-10 - 0.8801398905387832im
0.168,7.720807326805397e-11 - 0.009417886392389274im
0.168,1.852993758433295e-10 - 0.8801398760409084im
0.169,0.7799574088969579 - 0.6409467895333687im
0.169,1.5441614653610794e-10 - 0.8800047919046957im
0.169,0.779957423000538 - 0.6409467874240796im
0.169,7.720807326805397e-11 - 0.00953046216381681im
0.169,1.5441614653610794e-10 - 0.880004775931507im
0.169,0.7799573996760879 - 0.6409467932590528im
0.17,0.7800435146535802 - 0.6408822603869047im
0.17,1.2353291722888634e-10 - 0.009643708630433245im
0.17,7.720807326805397e-11 - 0.8798689118249245im
0.17,3.9523210101525306e-11 - 0.8798689016725828im
0.17,0.7800435245484819 - 0.6408822584267182im
0.171,0.7801301357068384 - 0.640817350904379im
0.171,1.0294409769073862e-10 - 0.8797321590683543im
0.171,7.720807326805397e-11 - 0.009757627328811136im
0.172,0.7802172671908206 - 0.6407520634597672im
0.172,1.2353291722888634e-10 - 0.00987221597195891im
0.172,7.720807326805397e-11 - 0.8795946103920458im
0.172,0.7802172585146554 - 0.6407520708491752im
0.173,0.780304892600508 - 0.6406864047552416im
0.173,1.2353291722888634e-10 - 0.8794563272588249im
0.173,7.720807326805397e-11 - 0.009987476668198658im
0.173,0.7803048860480355 - 0.6406864075587816im
0.173,0.780304905577213 - 0.6406863995481408im
0.174,0.780393058712457 - 0.6406203535853779im
0.174,0.7803930403696184 - 0.6406203619001943im
0.174,0.7803930512521732 - 0.6406203561612341im
0.174,1.7647559604126622e-10 - 0.879317177162875im
0.174,1.2353291722888634e-10 - 0.010103409095920491im
0.174,1.3235669703094966e-10 - 0.8793171933964119im
0.174,0.7803930526684535 - 0.6406203571412564im
0.175,0.7804816927130801 - 0.6405539397047891im
0.175,0.7804816967786801 - 0.6405539445275309im
0.175,1.2353291722888634e-10 - 0.01022001264764345im
0.175,6.176645861444317e-11 - 0.8791771659748138im
0.175,0.7804817146550689 - 0.6405539325078546im
0.176,1.271662383238536e-10 - 0.8790363983267826im
0.176,0.7805708787807731 - 0.6404871388162064im
0.176,1.0294409769073862e-10 - 0.879036411186424im
0.176,1.2353291722888634e-10 - 0.010337288145254498im
0.176,7.720807326805397e-11 - 0.8790364162884727im
0.177,0.7806605584097075 - 0.6404199590852743im
0.177,1.5441617429168355e-10 - 0.8788947502879204im
0.177,1.2353291722888634e-10 - 0.010455235159940558im
0.177,0.7806605766491428 - 0.6404199538478961im
0.178,2.647134257825572e-10 - 0.8787523704712086im
0.178,1.1581210990208095e-10 - 0.8787523239529395im
0.178,0.7807507594126435 - 0.6403524000130465im
0.178,0.7807507473164734 - 0.6403523952224497im
0.178,1.5441614653610794e-10 - 0.8787523742488234im
0.178,1.3235669703094966e-10 - 0.8787523786390264im
0.178,7.720807326805397e-11 - 0.010573853620237994im
0.178,1.4533285686013717e-10 - 0.8787523129121224im
0.179,0.7808414581128681 - 0.6402844680726734im
0.179,0.7808414734034305 - 0.6402844624605742im
0.179,1.2353291722888634e-10 - 0.010693143454673936im
0.179,7.720807326805397e-11 - 0.8786091283499751im
0.18,0.7809326791215042 - 0.6402161499199682im
0.18,1.852993758433295e-10 - 0.010813105878213136im
0.18,1.1581210990208095e-10 - 0.8784650647633091im
0.18,1.1581210990208095e-10 - 0.8784650783423049im
0.18,1.2353291722888634e-10 - 0.878465061565098im
0.181,0.7810243985236964 - 0.6401474614323879im
0.181,1.5441614653610794e-10 - 0.878320171517864im
0.181,1.5441614653610794e-10 - 0.8783202078178532im
0.181,1.425379814179458e-10 - 0.8783201873027584im
0.181,1.5441614653610794e-10 - 0.010933739711627366im
0.181,1.5441614653610794e-10 - 0.8783201657110555im
0.181,0.7810244119477502 - 0.6401474577902246im
0.181,0.781024421990196 - 0.6401474513812556im
0.182,0.7811166382916959 - 0.640078391193816im
0.182,1.1581210990208095e-10 - 0.8781744386973991im
0.182,1.2353291722888634e-10 - 0.011055045133585396im
0.182,7.720807326805397e-11 - 0.8781744589765563im
0.183,0.7812093952433801 - 0.6400089407402944im
0.183,1.2353291722888634e-10 - 0.01117702325185146im
0.183,1.2353291722888634e-10 - 0.8780279022326564im
0.183,1.1765039736084414e-10 - 0.8780279316572164im
0.184,0.7813026549359912 - 0.6399391158713403im
0.184,0.7813026425124364 - 0.6399391220835413im
0.184,1.2353291722888634e-10 - 0.011299672887194846im
0.184,1.2353291722888634e-10 - 0.8778806028606232im
0.185,0.7813964202713646 - 0.6398689147433901im
0.185,0.7813964419281983 - 0.6398689053102731im
0.185,1.3511414209688225e-10 - 0.8777324476991765im
0.185,7.720807326805397e-11 - 0.011422995218841825im
0.185,6.545906811763707e-11 - 0.8777324429508009im
0.185,7.720816578663934e-11 - 0.8777324317263212im
0.185,1.0294409769073862e-10 - 0.8777324991117572im
0.186,0.7814907276944807 - 0.6397983221394933im
0.186,0.7814907100381345 - 0.6397983296780285im
0.186,1.2353291722888634e-10 - 0.8775834687036286im
0.186,1.2353291722888634e-10 - 0.011546989281970888im
0.187,0.7815855050781482 - 0.6397273690166275im
0.187,0.7815854829346758 - 0.6397273782250305im
0.187,2.2460532423839382e-10 - 0.8774336489010466im
0.187,1.2353291722888634e-10 - 0.011671656041407274im
0.188,0.7816808237773551 - 0.6396560278150886im
0.188,0.7816808174475196 - 0.6396560325164401im
0.188,7.720807326805397e-11 - 0.011796995247009612im
0.188,7.720807326805397e-11 - 0.877283036494426im
0.188,0.7816807956791695 - 0.6396560399784667im
0.189,0.781776644840201 - 0.6395843119626964im
0.189,1.2353291722888634e-10 - 0.011923005969691581im
0.189,7.720807326805397e-11 - 0.8771316063918664im
0.189,0.7817766178345136 - 0.6395843236032271im
0.19,0.7818729659011082 - 0.6395122217937762im
0.19,1.3725879692098484e-10 - 0.8769793619068974im
0.19,1.852993758433295e-10 - 0.8769793561894265im
0.19,1.2353291722888634e-10 - 0.012049689424409139im
0.19,1.5441614653610794e-10 - 0.876979342789102im
0.19,0.7818729720408608 - 0.6395122243468585im
0.191,0.7819698193774479 - 0.639439744758786im
0.191,0.7819698018295925 - 0.6394397529730452im
0.191,0.7819698123119319 - 0.6394397484922826im
0.191,1.2353291722888634e-10 - 0.8768262981796735im
0.191,1.852993758433295e-10 - 0.012177045968510746im
0.191,1.3997442094293504e-11 - 0.8768262793671843im
0.192,1.852993758433295e-10 - 0.012305074458498133im
0.192,1.5441614653610794e-10 - 0.8766723663258041im
0.192,1.2867984455766712e-11 - 0.8766723469757345im
0.192,1.2868039966917943e-11 - 0.8766723503704847im
0.192,0.7820671533683786 - 0.63936690563367im
0.193,0.7821650241941246 - 0.6392936773528997im
0.193,1.852993758433295e-10 - 0.012433776180806788im
0.193,7.720807326805397e-11 - 0.8765176356696411im
0.194,1.715735208228538e-10 - 0.8763620675864816im
0.194,1.5441614653610794e-10 - 0.8763620926053829im
0.194,0.7822634232981944 - 0.6392200661168146im
0.194,7.720807326805397e-11 - 0.012563150599418815im
0.195,0.7823622968118565 - 0.6391460886231514im
0.195,1.852993758433295e-10 - 0.012693197893007735im
0.195,9.264971012612525e-11 - 0.8762057229912266im
0.196,0.7824617048284376 - 0.6390717264818678im
0.196,1.2353291722888634e-10 - 0.012823918025842752im
0.196,1.5441614653610794e-10 - 0.8760485083436522im
0.196,0.7824617150752756 - 0.6390717222268213im
0.196,0.7824616662056919 - 0.6390717409044553im
0.197,0.7825616414749762 - 0.638996986411123im
0.197,1.1152279100201726e-10 - 0.8758905142259823im
0.197,7.720807326805397e-11 - 0.8758905203007976im
0.197,1.5441614653610794e-10 - 0.01295531056910515im
0.197,9.651002219612842e-12 - 0.8758904904850753im
0.197,0.7825616123287822 - 0.6389969959349737im
0.197,1.2868039966917943e-11 - 0.8758904689328855im
0.198,1.2353291722888634e-10 - 0.8757316679548609im
0.198,0.7826620431486913 - 0.6389218733393286im
0.198,1.1581210990208095e-10 - 0.8757316607008173im
0.198,2.676547428137623e-10 - 0.8757316580207529im
0.198,1.1230265202626032e-10 - 0.8757316745234554im
0.198,7.720807326805397e-11 - 0.01308737720230857im
0.198,0.7826620516040059 - 0.6389218742554285im
0.198,0.7826620485627173 - 0.638921869595607im
0.198,0.782662038898838 - 0.6389218754364452im
0.199,0.7827629787187244 - 0.6388463861090583im
0.199,0.7827630019808164 - 0.638846375279836im
0.199,7.720807326805397e-11 - 0.8755719856464026im
0.199,1.852993758433295e-10 - 0.013220115817136247im
0.2,0.7828644312997055 - 0.6387705159148049im
0.2,7.720807326805397e-11 - 0.01335352820029323im
0.2,7.720807326805397e-11 - 0.8754114561872786im
